,experiment,kernel,disk_name,cpu_model,ncpus,mem_sys,boot_type,workload,input_size,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,numCycles,numFpInsts,numIntInsts,numLoadInsts,numStoreInsts,numMemRefs,numIntAlu,numFpAlu,numSimdAlu,numSimdCrypto,avgRdQLen
459,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,swaptions,simlarge,55.050010204315186,Success,26403126977800.0,3951537610.0,3892924.0,3951457685.0,8.05,874448455499.0,1000000000000.0,31822139778.0,31822139778.0,7.042192,7042191592167.0,117084939771,0,0,0,0,0,0,0,0,0,0.0
460,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,1,MESI_Two_Level,systemd,cg.A.x,n/a,30.035767316818237,Success,15089246551765.0,7787290224.0,3871456.0,7786447134.0,1.41,841748705961.0,1000000000000.0,10987269758.0,10987269758.0,1.18779,1187789502186.0,2735897679,0,0,0,0,0,0,0,0,0,0.0
461,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,streamcluster,simlarge,115.10030126571655,Success,33156282967561.0,1342144371.0,4010372.0,1342128729.0,18.42,689376325093.0,1000000000000.0,24720838690.0,24720838690.0,12.697734,12697734195693.0,461902485792,0,0,0,0,0,0,0,0,0,0.0
462,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,2,MI_example,init,n/a,n/a,11257.817369699478,Success,1787814574488.0,135184.0,5266032.0,307871.0,11249.38,158925583.0,1000000000000.0,1520740746.0,3463356202.0,1.787815,1787814574488.0,2305818634,0,0,0,0,0,6293287798,3804,27126,0,1.37
463,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,1,MI_example,init,n/a,n/a,10.021965980529785,Success,3226404540493.0,269037457.0,3989448.0,269015515.0,2.6,1239609936110.0,1000000000000.0,700172542.0,700172542.0,3.226405,3226404540493.0,7776930465,0,0,0,0,0,0,0,0,0,0.0
464,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,8,MI_example,init,n/a,n/a,14174.569427013397,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
465,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,8,classic,systemd,n/a,n/a,25.028727769851685,Success,18290523232936.0,278462969.0,3607004.0,278460006.0,15.46,1182930947328.0,1000000000000.0,4305553513.0,4305553513.0,18.290523,18290523232936.0,419702693838,0,0,0,0,0,0,0,0,0,0.0
466,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,streamcluster,native,1110.9365227222443,Success,759340384006177.0,1050048765.0,4154760.0,1050048561.0,1011.5,731587821770.0,1000000000000.0,1062123485573.0,1062123485573.0,740.000664,740000663803791.0,16989355072213,0,0,0,0,0,0,0,0,0,0.0
467,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,swaptions,simlarge,50.04431390762329,Success,21751478736346.0,4038613028.0,3870244.0,4038461720.0,7.82,895240509374.0,1000000000000.0,31574303169.0,31574303169.0,6.999408,6999408055530.0,47600054240,0,0,0,0,0,0,0,0,0,0.0
468,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,vips,native,320.27260851860046,Success,257970968013790.0,2665765745.0,6268452.0,2665763623.0,285.68,903000353610.0,1000000000000.0,761560635207.0,761560635207.0,257.970968,257970968013790.0,1359905817016,0,0,0,0,0,0,0,0,0,0.0
469,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,1,MESI_Two_Level,init,n/a,n/a,25.025481939315796,Success,3128821033348.0,435679252.0,3866920.0,435634973.0,1.64,1905043960416.0,1000000000000.0,715472420.0,715472420.0,3.128821,3128821033348.0,8273610266,0,0,0,0,0,0,0,0,0,0.0
470,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,1,MESI_Two_Level,init,n/a,n/a,10540.288191318512,Success,1610863353837.0,135181.0,4388056.0,314249.0,10514.6,153202521.0,1000000000000.0,1421379389.0,3304200882.0,1.610863,1610863353837.0,1413183946,0,0,0,0,0,5992449017,2839,27483,0,1.12
471,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,1,MI_example,init,n/a,n/a,5.030573844909668,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
472,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,4,MESI_Two_Level,systemd,n/a,n/a,13468.935143709183,Success,3624379807519.0,196155.0,12774932.0,415434.0,13438.29,269705341.0,1000000000000.0,2635994538.0,5582722145.0,3.62438,3624379807519.0,43531312505,75537662,5315878890,659835206,431579627,1091414833,4305619856,2133261,44178273,0,1.01
473,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,1,MESI_Two_Level,init,n/a,n/a,20.043206453323364,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
474,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,4,MESI_Two_Level,systemd,n/a,n/a,14214.638078212738,Success,4067398288909.0,189013.0,12853736.0,411936.0,14178.65,286867818.0,1000000000000.0,2679947099.0,5840698103.0,4.067398,4067398288909.0,48855523457,75693387,5523734102,677497993,471987774,1149485767,4461687971,2108215,44194890,0,1.01
475,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,8,MI_example,systemd,n/a,n/a,36005.568388700485,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
476,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,2,classic,init,n/a,n/a,5.006858587265015,Success,4460502891142.0,398167970.0,3418072.0,398128161.0,2.28,1958825286049.0,1000000000000.0,906574006.0,906574006.0,4.460503,4460502891142.0,25087627490,0,0,0,0,0,0,0,0,0,0.0
477,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,8,MI_example,init,n/a,n/a,20.051191329956055,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
478,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,1,MI_example,init,n/a,n/a,36006.33452630043,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
479,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,freqmine,simsmall,10804.598443508148,Success,17864659620506.0,514685.0,4140324.0,667520.0,10763.03,208801917.0,1000000000000.0,5539569340.0,7184535289.0,2.247341,2247340897180.0,6748771462,2323,3493151389,539798122,215791114,755589236,2734099417,361,642,0,1.0
480,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,2,classic,systemd,n/a,n/a,15.022792339324951,Success,21554786052586.0,250860376.0,3418072.0,250855323.0,11.98,1799591081108.0,1000000000000.0,3004635806.0,3004635806.0,21.554786,21554786052586.0,120055263635,0,0,0,0,0,0,0,0,0,0.0
481,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,2,MI_example,init,n/a,n/a,10.015926837921143,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
482,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,8,classic,init,n/a,n/a,1286.4685673713684,Success,1882611444726.0,824989.0,4335500.0,1689426.0,1278.78,1472197984.0,1000000000000.0,1054976403.0,2160397649.0,1.882611,1882611444726.0,45220234786,21416,1957779419,173478355,87389987,260868342,1850871411,1121,11529,0,0.0
483,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,1,MI_example,systemd,n/a,n/a,14149.82594037056,Success,11164842995653.0,158137.0,11870908.0,354872.0,14144.21,789358071.0,1000000000000.0,2236720261.0,5019386195.0,11.164843,11164842995653.0,33528056941,74436071,4738918936,572547003,437878472,1010425475,3785519862,2212341,43216533,0,1.0
484,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,4,MI_example,init,n/a,n/a,10.041467905044556,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
485,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,2,MESI_Two_Level,init,n/a,n/a,11310.473376274109,Success,1625786552367.0,125756.0,4493288.0,296825.0,11282.16,144102440.0,1000000000000.0,1418794397.0,3348829239.0,1.625787,1625786552367.0,1515322353,0,0,0,0,0,6031405722,4795,27586,0,1.06
486,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,2,MI_example,systemd,n/a,n/a,36007.990552186966,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
487,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,dedup,simsmall,115.10569930076599,Success,22955276296783.0,3236825456.0,4008328.0,3236593368.0,2.33,699108042978.0,1000000000000.0,7553567609.0,7553567609.0,1.631596,1631595804633.0,211793478780,0,0,0,0,0,0,0,0,0,0.0
488,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,4,MI_example,systemd,n/a,n/a,15055.907687664032,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
489,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,ferret,simsmall,100.08497762680054,Success,21059390014183.0,8077528112.0,4008328.0,8075353134.0,0.85,618041308665.0,1000000000000.0,6900536192.0,6900536192.0,0.528153,528153433884.0,185890618320,0,0,0,0,0,0,0,0,0,0.0
490,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,1,MI_example,init,n/a,n/a,3418.3368978500366,Success,2303578910872.0,201249.0,4957324.0,509736.0,3412.29,675083264.0,1000000000000.0,686719830.0,1739365553.0,2.303579,2303578910872.0,6917654205,25258,1588308395,155755287,127723345,283478632,1365932230,2385,11563,0,1.0
491,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,4,MI_example,systemd,n/a,n/a,25.032353401184082,Success,16167782971729.0,258377989.0,4029288.0,258373321.0,13.94,1159658143601.0,1000000000000.0,3602192870.0,3602192870.0,16.167783,16167782971729.0,181252770761,0,0,0,0,0,0,0,0,0,0.0
492,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,16,MESI_Two_Level,systemd,sp.A.x,n/a,230320.49037337303,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
493,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,2,MESI_Two_Level,systemd,n/a,n/a,13454.19043135643,Success,3936397554109.0,198947.0,11878380.0,420202.0,13429.86,293107921.0,1000000000000.0,2671836035.0,5643247048.0,3.936398,3936397554109.0,23640508984,75862172,5420474417,662516651,449518088,1112034739,4351527666,2137750,44373136,0,1.01
494,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,blackscholes,native,200.16512966156006,Success,145430690575159.0,4345221568.0,4558524.0,4345213049.0,99.22,903141073576.0,1000000000000.0,431128536937.0,431128536937.0,89.608963,89608962608730.0,244422581438,0,0,0,0,0,0,0,0,0,0.0
495,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,bodytrack,simsmall,3943.48770737648,Success,17018110347176.0,1239655.0,4112676.0,1371352.0,3902.12,206397237.0,1000000000000.0,4837278340.0,5351175165.0,0.805386,805386003805.0,2418576587,546530882,806607715,142547466,38268942,180816408,675172736,306013666,312161270,0,1.0
496,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,1,classic,init,n/a,n/a,10626.515923261642,Success,1560146959332.0,166766.0,3750680.0,417723.0,10619.32,146915880.0,1000000000000.0,1770942042.0,4435935485.0,1.560147,1560146959332.0,1318939189,0,0,0,0,0,8214107262,4280,27581,0,1.41
497,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,facesim,simlarge,65.05724310874939,Success,35459201873431.0,4954950122.0,3894976.0,4954774465.0,6.2,866286296274.0,1000000000000.0,30721836432.0,30721836432.0,5.371405,5371404721830.0,77474809412,0,0,0,0,0,0,0,0,0,0.0
498,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,ferret,simsmall,45.04040169715881,Success,15542099683993.0,5187649317.0,3870248.0,5186549692.0,1.01,757485224438.0,1000000000000.0,5221786078.0,5221786078.0,0.762663,762663485088.0,16423071446,0,0,0,0,0,0,0,0,0,0.0
499,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,2,MESI_Two_Level,init,n/a,n/a,12546.26138496399,Success,1628535233934.0,150267.0,4547724.0,369634.0,12521.6,130058100.0,1000000000000.0,1881582743.0,4628411209.0,1.628535,1628535233934.0,1498705011,0,0,0,0,0,8531142666,6620,27565,0,1.27
500,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,8,MESI_Two_Level,systemd,n/a,n/a,70.06690263748169,Success,18401567446234.0,283764697.0,3999432.0,283760462.0,16.28,1130000240319.0,1000000000000.0,4620905328.0,4620905328.0,18.401567,18401567446234.0,421343325508,0,0,0,0,0,0,0,0,0,0.0
501,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,4,MESI_Two_Level,init,n/a,n/a,30.03748655319214,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
502,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,4,MI_example,systemd,n/a,n/a,30.04246735572815,Success,22965800882329.0,232285218.0,4043792.0,232281514.0,15.36,1495129516268.0,1000000000000.0,3567928974.0,3567928974.0,22.965801,22965800882329.0,261513668072,0,0,0,0,0,0,0,0,0,0.0
503,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,8,classic,init,n/a,n/a,15.01963996887207,Success,4640384566405.0,567683599.0,3623584.0,567645202.0,3.63,1277590329714.0,1000000000000.0,2061744252.0,2061744252.0,4.640385,4640384566405.0,107257705134,0,0,0,0,0,0,0,0,0,0.0
504,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,1,MI_example,systemd,n/a,n/a,15.0210862159729,Success,12822845948038.0,282975341.0,3993804.0,282969092.0,9.54,1344545759169.0,1000000000000.0,2698646365.0,2698646365.0,12.822846,12822845948038.0,32349639036,0,0,0,0,0,0,0,0,0,0.0
505,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,8,MI_example,init,n/a,n/a,35.0376501083374,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
506,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,8,MESI_Two_Level,systemd,ft.A.x,n/a,70.06440544128418,Success,20985440161393.0,17521988821.0,4008220.0,17520035016.0,1.77,745010622215.0,1000000000000.0,30923203164.0,30923203164.0,1.314978,1314977962077.0,24743798118,0,0,0,0,0,0,0,0,0,0.0
507,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,facesim,simlarge,125.10633254051208,Success,38265323426947.0,3692116919.0,4013444.0,3692032755.0,8.75,698957709199.0,1000000000000.0,32314535138.0,32314535138.0,6.117649,6117649372521.0,318559945015,0,0,0,0,0,0,0,0,0,0.0
508,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,8,MESI_Two_Level,systemd,n/a,n/a,50.05942344665527,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
509,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,64,MESI_Two_Level,systemd,sp.A.x,n/a,2091.8029174804688,Success,50580743064229.0,1867774468.0,6100292.0,1867771238.0,181.1,101936530209.0,1000000000000.0,338247010967.0,338247010967.0,18.460364,18460364275548.0,3121067822587,0,0,0,0,0,0,0,0,0,0.0
510,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,2,MI_example,init,n/a,n/a,3028.360662460327,Success,2193632803036.0,224723.0,5169304.0,501680.0,3020.82,726170849.0,1000000000000.0,678847609.0,1515484653.0,2.193633,2193632803036.0,13173031807,21609,1415536323,137950976,95211539,233162515,1225367919,1185,11529,0,1.04
511,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,32,MESI_Two_Level,systemd,bt.A.x,n/a,805.7016026973724,Success,40488033128311.0,7355322830.0,4699484.0,7355293505.0,60.37,139387315897.0,1000000000000.0,444023418171.0,444023418171.0,8.414521,8414521077978.0,674331199375,0,0,0,0,0,0,0,0,0,0.0
512,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,8,MESI_Two_Level,systemd,cg.A.x,n/a,56737.42473936081,Success,21955918227212.0,229974.0,4360476.0,312965.0,56661.98,42446649.0,1000000000000.0,13030782073.0,17733189745.0,2.405111,2405111267881.0,57780450870,3758308909,7977609307,2268182681,29898723,2298081404,5716772384,2239599122,1507622012,0,4.53
513,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,fluidanimate,simlarge,45.0403208732605,Success,18555566857336.0,5149981677.0,3869220.0,5149636152.0,2.56,877445501718.0,1000000000000.0,13174798394.0,13174798394.0,2.244883,2244882579957.0,20654837471,0,0,0,0,0,0,0,0,0,0.0
514,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,4,classic,systemd,n/a,n/a,20.026371240615845,Success,18821484685324.0,245871381.0,3465896.0,245868844.0,14.04,1340954562891.0,1000000000000.0,3450981737.0,3450981737.0,18.821485,18821484685324.0,212988530968,0,0,0,0,0,0,0,0,0,0.0
515,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,2,classic,systemd,n/a,n/a,2998.0118606090546,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
516,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,2,classic,init,n/a,n/a,10.01452112197876,Success,4033504694098.0,293860555.0,3416812.0,293839384.0,3.05,1322824760760.0,1000000000000.0,895952416.0,895952416.0,4.033505,4033504694098.0,21878948460,0,0,0,0,0,0,0,0,0,0.0
517,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,1,classic,systemd,n/a,n/a,7051.93912935257,Success,4177873877400.0,394349.0,10053032.0,850347.0,7045.3,593001944.0,1000000000000.0,2778306802.0,5990948305.0,4.177874,4177873877400.0,12546167776,75048988,5693093843,693524502,420596968,1114121470,4696567364,2159383,43756591,0,1.22
518,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,4,classic,init,n/a,n/a,3288.0724897384644,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
519,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,2,classic,systemd,n/a,n/a,36005.42497944832,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
520,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,8,MESI_Two_Level,init,n/a,n/a,4094.2821204662323,Success,2200800541456.0,242494.0,5000060.0,492944.0,4036.12,545275898.0,1000000000000.0,978737160.0,1989583648.0,2.200801,2200800541456.0,52863154591,21200,1839868846,163766964,96258325,260025289,1681780567,1055,11515,0,1.0
521,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,2,classic,init,n/a,n/a,36007.441309690475,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
522,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,bodytrack,native,535.4558227062225,Success,342506940526018.0,2652873214.0,4990236.0,2652871011.0,292.84,702989606375.0,1000000000000.0,776865524206.0,776865524206.0,205.863173,205863172571187.0,4844034193991,0,0,0,0,0,0,0,0,0,0.0
523,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,4,MESI_Two_Level,init,n/a,n/a,36007.64736866951,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
524,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,fluidanimate,simsmall,50.04576802253723,Success,20069950678282.0,10229102773.0,3891904.0,10224418555.0,0.51,783680597854.0,1000000000000.0,5261908527.0,5261908527.0,0.40336,403360196040.0,46579835431,0,0,0,0,0,0,0,0,0,0.0
525,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,8,MI_example,systemd,n/a,n/a,35.03403687477112,Success,18741439233235.0,284480641.0,4103352.0,284477109.0,15.57,1203481309431.0,1000000000000.0,4430067373.0,4430067373.0,18.741439,18741439233235.0,430224456156,0,0,0,0,0,0,0,0,0,0.0
526,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,4,MI_example,systemd,n/a,n/a,10.01774287223816,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
527,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,2,MESI_Two_Level,init,n/a,n/a,30.02960705757141,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
528,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,8,classic,init,n/a,n/a,36006.68953180313,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
529,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,x264,simsmall,1105.974003791809,Success,2832262621608341.0,18376947.0,4615872.0,18505858.0,624.29,8238497871.0,1000000000000.0,11472541948.0,11553022562.0,5.143213,5143212517789.0,30886881913,33670898,145619998,25613422,14732337,40345759,110118367,715075,22196682,0,1.0
530,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,8,MESI_Two_Level,init,n/a,n/a,55.05812644958496,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
531,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,ferret,simlarge,115.10109114646912,Success,35053485641119.0,2678704404.0,4013448.0,2678658828.0,11.48,594875726835.0,1000000000000.0,30759863270.0,30759863270.0,6.831159,6831158935734.0,320697341078,0,0,0,0,0,0,0,0,0,0.0
532,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,2,classic,systemd,n/a,n/a,3749.169921398163,Success,3021080935626.0,622679.0,10887480.0,1385115.0,3742.35,807269278.0,1000000000000.0,2330279256.0,5183579027.0,3.021081,3021080935626.0,18155307252,74791247,4875369472,578960938,434840763,1013801701,3946241688,2129467,43681845,0,0.0
533,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,8,classic,init,n/a,n/a,36008.652032613754,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
534,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,2,classic,systemd,n/a,n/a,4249.322102546692,Success,3188756560491.0,615878.0,10999232.0,1339021.0,4240.69,751943552.0,1000000000000.0,2611743697.0,5678365915.0,3.188757,3188756560491.0,19162896672,75076319,5371666298,658791978,463431993,1122223971,4330824111,2127207,43803456,0,0.0
535,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,1,MI_example,systemd,n/a,n/a,15.023141384124756,Success,12616746933691.0,280323570.0,3886124.0,280316201.0,9.01,1399634794343.0,1000000000000.0,2526847571.0,2526847571.0,12.616747,12616746933691.0,32098831155,0,0,0,0,0,0,0,0,0,0.0
536,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,8,MESI_Two_Level,systemd,n/a,n/a,50.05924916267395,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
537,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,1,MI_example,init,n/a,n/a,2918.096786737442,Success,2301442048873.0,235780.0,5017244.0,508811.0,2908.73,791217586.0,1000000000000.0,685822740.0,1479997401.0,2.301442,2301442048873.0,6911237154,21345,1398596526,132934480,86505178,219439658,1216306806,1103,11515,0,1.0
538,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,vips,simsmall,40.03743052482605,Success,22213692841564.0,577094406.0,3870500.0,577085428.0,12.9,1721991832506.0,1000000000000.0,7444379535.0,7444379535.0,22.213693,22213692841564.0,58696420718,0,0,0,0,0,0,0,0,0,0.0
539,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,4,MI_example,init,n/a,n/a,15.017992734909058,Success,4435297196734.0,454962021.0,4035604.0,454924717.0,2.82,1571642678253.0,1000000000000.0,1283814168.0,1283814168.0,4.435297,4435297196734.0,50822478193,0,0,0,0,0,0,0,0,0,0.0
540,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,bodytrack,simlarge,55.057528018951416,Success,24847109584435.0,4388970204.0,3892924.0,4388746047.0,3.79,833362145008.0,1000000000000.0,16648278964.0,16648278964.0,3.16131,3161309813712.0,56515761806,0,0,0,0,0,0,0,0,0,0.0
541,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,4,MESI_Two_Level,systemd,n/a,n/a,50.050457239151,Success,19342360906039.0,243605778.0,3921808.0,243601412.0,14.51,1332946091123.0,1000000000000.0,3534885843.0,3534885843.0,19.342361,19342360906039.0,219440321472,0,0,0,0,0,0,0,0,0,0.0
542,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,fluidanimate,native,715.575822353363,Success,591449209367050.0,2526195111.0,3946172.0,2526194339.0,664.44,859956433042.0,1000000000000.0,1678506794172.0,1678506794172.0,571.390249,571390248666123.0,3055344249552,0,0,0,0,0,0,0,0,0,0.0
543,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,1,MESI_Two_Level,systemd,bt.A.x,n/a,115.13552761077881,Success,87766399054360.0,4560619009.0,3877860.0,4560609835.0,84.48,878804778168.0,1000000000000.0,385284046485.0,385284046485.0,74.242164,74242164070782.0,173493541581,0,0,0,0,0,0,0,0,0,0.0
544,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,facesim,native,1886.6079065799713,Success,2209128404164426.0,2650949803.0,4580908.0,2650949137.0,814.83,750606811166.0,1000000000000.0,2160082107959.0,2160082107959.0,611.619582,611619581598255.0,14088411624874,0,0,0,0,0,0,0,0,0,0.0
545,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,1,MESI_Two_Level,systemd,ft.A.x,n/a,35.04340982437134,Success,19113558156487.0,5039660024.0,3871712.0,5039523007.0,5.75,897311860083.0,1000000000000.0,28980970073.0,28980970073.0,5.160223,5160222678600.0,11988151288,0,0,0,0,0,0,0,0,0,0.0
