,experiment,kernel,disk_name,param0,param1,param2,param3,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,param4,param5
2056,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,streamcluster,simlarge,8,75.06806826591492,Success,30824547079186.0,1636042724.0,3979936.0,1636021224.0,15.24,725219674465.0,1000000000000.0,24926490647.0,24926490647.0,11.049503,11049503171931.0,,
2057,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u20,simple,facesim,simsmall,2,75.07333016395569,Success,162026455976047.0,109337118.0,3896116.0,109336704.0,60.05,2698238306860.0,1000000000000.0,6565553691.0,6565553691.0,162.026456,162026455976047.0,,
2058,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,dedup,native,8,210.19149780273438,Success,115192067859433.0,1254580462.0,5357064.0,1254578262.0,103.75,667803440004.0,1000000000000.0,130161517652.0,130161517652.0,69.284104,69284103707835.0,,
2059,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,x264,simsmall,1,25.02684187889099,Success,16763315899672.0,13247080553.0,3856308.0,13239845969.0,0.33,801189800643.0,1000000000000.0,4369953530.0,4369953530.0,0.264468,264467973294.0,,
2060,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,simlarge,8,75.07005548477173,Success,38946286696033.0,842085118.0,3981984.0,842081384.0,45.39,858105320636.0,1000000000000.0,38218990117.0,38218990117.0,38.946287,38946286696033.0,,
2061,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u20,simple,dedup,simsmall,8,175.15377759933472,Success,148696047424018.0,5292073324.0,4019712.0,5291636158.0,2.08,620134854144.0,1000000000000.0,10991868563.0,10991868563.0,1.288171,1288171191015.0,,
2062,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u20,simple,raytrace,simsmall,8,180.15480017662048,Success,153301728871945.0,44772950546.0,4020736.0,44755780235.0,0.59,570301254715.0,1000000000000.0,26297670006.0,26297670006.0,0.335119,335119382496.0,,
2063,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u20,o3,swaptions,simsmall,8,170.1549813747406,Success,148810486513708.0,15909044955.0,4025088.0,15903457551.0,0.64,579904666748.0,1000000000000.0,10163817357.0,10163817357.0,0.370637,370636668657.0,,
2064,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,simsmall,2,30.036162853240967,Success,21857523220045.0,49709722091.0,3879476.0,49601923663.0,0.09,506672406612.0,1000000000000.0,4419702029.0,4419702029.0,0.045163,45162980145.0,,
2065,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,o3,x264,simsmall,2,35.03786110877991,Success,22533901983892.0,14857085667.0,3881528.0,14849271050.0,0.34,712451029478.0,1000000000000.0,5028138310.0,5028138310.0,0.241262,241261798365.0,,
2066,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,simple,bodytrack,simsmall,1,295.24743270874023,Success,1995595862583961.0,37205576000.0,3929368.0,37179245586.0,0.24,784001258059.0,1000000000000.0,9044733678.0,9044733678.0,0.190753,190752679710.0,,
2067,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,raytrace,simlarge,8,75.07024335861206,Success,29136039866263.0,12273452470.0,3979936.0,12272458622.0,2.52,689734545805.0,1000000000000.0,30956609425.0,30956609425.0,1.739846,1739845711368.0,,
2068,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,x264,simlarge,8,70.06274485588074,Success,25779846680335.0,3337252582.0,3979932.0,3337132422.0,5.78,698467212782.0,1000000000000.0,19298113876.0,19298113876.0,4.039154,4039154216253.0,,
2069,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,blackscholes,native,2,210.1859917640686,Success,153235034139772.0,3936911492.0,4564848.0,3936904157.0,109.6,867775118933.0,1000000000000.0,431471903902.0,431471903902.0,95.105372,95105372336424.0,,
2070,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,blackscholes,simsmall,8,60.051522731781006,Success,20393043929281.0,37886026614.0,3977884.0,37835181019.0,0.15,356270170680.0,1000000000000.0,5654018170.0,5654018170.0,0.053252,53252139555.0,,
2071,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,facesim,simsmall,1,40.03939771652222,Success,30444324721147.0,5968613596.0,3859384.0,5968386874.0,5.09,905592935388.0,1000000000000.0,30392879255.0,30392879255.0,4.611586,4611586149648.0,,
2072,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,x264,simsmall,2,30.041198253631592,Success,20799085806289.0,13041707940.0,3872724.0,13034888589.0,0.35,744514434860.0,1000000000000.0,4600208345.0,4600208345.0,0.262778,262777918374.0,,
2073,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,facesim,native,2,680.5751390457153,Success,754506118239715.0,3942549655.0,4069504.0,3942548300.0,542.63,883756151980.0,1000000000000.0,2139351052440.0,2139351052440.0,479.553992,479553991912062.0,,
2074,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,simlarge,1,40.04727745056152,Success,28846748235475.0,2363453966.0,3864084.0,2363342721.0,4.82,877060181665.0,1000000000000.0,11386543924.0,11386543924.0,4.225695,4225694911164.0,,
2075,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,facesim,simsmall,1,40.04076671600342,Success,32099939346250.0,5921053451.0,3865112.0,5920831501.0,5.22,904169765873.0,1000000000000.0,30885360235.0,30885360235.0,4.716533,4716532611801.0,,
2076,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,simsmall,8,60.051684617996216,Success,21707618597722.0,45945753364.0,3984636.0,45893104672.0,0.13,360960537454.0,1000000000000.0,6009299666.0,6009299666.0,0.047277,47276623386.0,,
2077,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simsmall,8,70.06670117378235,Success,22193557534027.0,14712203199.0,3984640.0,14705955293.0,0.47,492560482466.0,1000000000000.0,6901712026.0,6901712026.0,0.231181,231180942978.0,,
2078,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,ferret,simsmall,2,35.03388595581055,Success,20371850461297.0,7732030924.0,3879480.0,7730042571.0,0.75,750083251749.0,1000000000000.0,5783000322.0,5783000322.0,0.561171,561170902365.0,,
2079,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,simlarge,2,75.06613349914551,Success,50324612690323.0,1567169936.0,4172816.0,1567161278.0,29.54,763691366815.0,1000000000000.0,46299910701.0,46299910701.0,22.562372,22562371923786.0,,
2080,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,facesim,simsmall,2,50.04683470726013,Success,36263926684090.0,5132922906.0,3875800.0,5132753606.0,5.97,868824465002.0,1000000000000.0,30658975162.0,30658975162.0,5.189694,5189694464313.0,,
2081,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,facesim,simlarge,8,90.08679103851318,Success,37989439136065.0,4068940386.0,3989756.0,4068828317.0,8.06,701588921244.0,1000000000000.0,32792304544.0,32792304544.0,5.654406,5654406102165.0,,
2082,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,native,1,195.1660053730011,Success,164924469521587.0,4199879148.0,4552112.0,4199872931.0,102.95,911388341789.0,1000000000000.0,432377056905.0,432377056905.0,93.827486,93827486393532.0,,
2083,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,bodytrack,native,2,330.2978539466858,Success,324396274783888.0,3589176729.0,4818800.0,3589173552.0,215.35,865876672864.0,1000000000000.0,772931223316.0,772931223316.0,186.467218,186467218341453.0,,
2084,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,simlarge,1,25.030444383621216,Success,18387247018996.0,9070267910.0,3863060.0,9067374199.0,0.75,831054772517.0,1000000000000.0,6813109056.0,6813109056.0,0.62448,624480332895.0,,
2085,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,simlarge,2,50.045963287353516,Success,33974402846410.0,2430608285.0,3880500.0,2430497368.0,4.79,868989094016.0,1000000000000.0,11641711029.0,11641711029.0,4.162357,4162357007136.0,,
2086,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simlarge,1,30.03008770942688,Success,21745499054014.0,4615743022.0,3864088.0,4615505095.0,3.63,857757169246.0,1000000000000.0,16763349484.0,16763349484.0,3.115371,3115370519325.0,,
2087,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,swaptions,native,8,610.5296065807343,Success,429553142070472.0,2588754392.0,4062876.0,2588753411.0,543.23,751110668320.0,1000000000000.0,1406293343130.0,1406293343130.0,408.027275,408027275139483.0,,
2088,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,facesim,simsmall,2,50.0478789806366,Success,37509978871270.0,4902872922.0,3882548.0,4902704872.0,6.34,853729492435.0,1000000000000.0,31107104071.0,31107104071.0,5.416847,5416847437293.0,,
2089,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,freqmine,simlarge,8,750.6316199302673,Success,1234741946419657.0,3638624016.0,4241100.0,3638549545.0,13.22,743161454815.0,1000000000000.0,48090272442.0,48090272442.0,9.822311,9822310546644.0,,
2090,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,fluidanimate,native,1,570.500125169754,Success,514062505296955.0,3094594073.0,3896248.0,3094593046.0,542.03,916890752671.0,1000000000000.0,1677367548274.0,1677367548274.0,496.983889,496983889434195.0,,
2091,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,ferret,simsmall,8,65.05952787399292,Success,19786034704123.0,8760882499.0,3983612.0,8758950907.0,0.84,572407469884.0,1000000000000.0,7331001441.0,7331001441.0,0.479108,479108204541.0,,
2092,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,raytrace,native,2,355.29688334465027,Success,295183174326355.0,4254419826.0,4361364.0,4254416810.0,235.01,871809232560.0,1000000000000.0,999847056776.0,999847056776.0,204.887301,204887300737536.0,,
2093,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,simlarge,2,35.034162759780884,Success,24091963417837.0,7853662368.0,3879480.0,7851461541.0,0.9,799860512696.0,1000000000000.0,7061847057.0,7061847057.0,0.719448,719447962203.0,,
2094,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,1,25.028217315673828,Success,22338864226549.0,565732312.0,3857336.0,565723497.0,13.08,1707304476977.0,1000000000000.0,7402070048.0,7402070048.0,22.338864,22338864226549.0,,
2095,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,native,1,250.2131187915802,Success,224744879904580.0,3233132908.0,6094620.0,3233130493.0,235.27,955276216186.0,1000000000000.0,760648517794.0,760648517794.0,224.74488,224744879904580.0,,
2096,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,simlarge,8,105.08558225631714,Success,48184028018722.0,1487369277.0,4055344.0,1487359548.0,32.01,674377914082.0,1000000000000.0,47612120870.0,47612120870.0,21.58765,21587649970770.0,,
2097,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simlarge,2,40.03801107406616,Success,22989849147991.0,4746283328.0,3879480.0,4746020778.0,3.57,820863082291.0,1000000000000.0,16953907262.0,16953907262.0,2.932344,2932344150903.0,,
2098,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,canneal,native,2,440.3757092952728,Success,370054772254882.0,416006634.0,4004992.0,416006442.0,325.04,879649827692.0,1000000000000.0,135219233923.0,135219233923.0,285.92246,285922460106225.0,,
2099,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,x264,native,1,230.19231510162354,Success,215394634111978.0,3323574600.0,5646108.0,3323569676.0,139.76,890947033568.0,1000000000000.0,464496791110.0,464496791110.0,124.517365,124517365413579.0,,
2100,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,swaptions,native,1,425.34596061706543,Success,378624413324926.0,3516062962.0,3872696.0,3516061441.0,398.56,909274016826.0,1000000000000.0,1401357718441.0,1401357718441.0,362.399318,362399317941645.0,,
2101,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,streamcluster,native,2,775.6412546634674,Success,653218598297899.0,1424153210.0,3914708.0,1424152807.0,741.03,855712709920.0,1000000000000.0,1055338558524.0,1055338558524.0,634.10798,634107979502775.0,,
2102,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,ferret,native,8,915.7618017196655,Success,651331914379723.0,2187695975.0,4269896.0,2187695434.0,734.58,674112142109.0,1000000000000.0,1607039942028.0,1607039942028.0,495.190129,495190129088430.0,,
2103,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,simlarge,8,80.06799864768982,Success,36422059545271.0,2019066988.0,3987712.0,2019004115.0,6.49,749289071737.0,1000000000000.0,13107222346.0,13107222346.0,4.864354,4864353546231.0,,
2104,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,ferret,simlarge,1,45.0409996509552,Success,37840847179762.0,1876839224.0,3866136.0,1876809167.0,15.52,869986539649.0,1000000000000.0,29126160458.0,29126160458.0,13.501336,13501335689793.0,,
2105,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,2,35.03290033340454,Success,29256500044171.0,389530995.0,3873748.0,389527796.0,19.64,1489616162862.0,1000000000000.0,7650429429.0,7650429429.0,29.2565,29256500044171.0,,
2106,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,native,2,340.2953963279724,Success,324973926571204.0,3517993222.0,4820428.0,3517990168.0,220.17,847692187466.0,1000000000000.0,774563496824.0,774563496824.0,186.638242,186638241538062.0,,
2107,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,simple,dedup,simsmall,8,1641.3625733852386,Success,2458189782340894.0,12681869545.0,4429724.0,12680826632.0,2.36,616935554754.0,1000000000000.0,29867803255.0,29867803255.0,1.453118,1453117531230.0,,
2108,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,simlarge,8,65.06600999832153,Success,23317742455462.0,7972836256.0,3984640.0,7971156314.0,1.07,651826982170.0,1000000000000.0,8526081386.0,8526081386.0,0.697228,697228207866.0,,
2109,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,fluidanimate,simsmall,1,25.02537488937378,Success,16249058850493.0,9568110211.0,3856308.0,9564450259.0,0.52,810719068595.0,1000000000000.0,5001465533.0,5001465533.0,0.42397,423969888051.0,,
2110,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simlarge,8,70.07148575782776,Success,23871309213916.0,4022452451.0,3985660.0,4022225599.0,4.59,635504210415.0,1000000000000.0,18462630336.0,18462630336.0,2.917094,2917093829490.0,,
2111,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,native,2,205.17606592178345,Success,175438010207503.0,4043946183.0,4572620.0,4043939776.0,107.01,886719086487.0,1000000000000.0,432755621405.0,432755621405.0,94.890821,94890820905288.0,,
2112,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,ferret,native,1,700.5863108634949,Success,726479936413111.0,2508173957.0,4043868.0,2508173269.0,637.85,913763461979.0,1000000000000.0,1599843674758.0,1599843674758.0,582.845999,582845998802103.0,,
2113,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,native,1,125.11675238609314,Success,101993977389538.0,2242823660.0,5231996.0,2242816670.0,58.25,845022796943.0,1000000000000.0,130634864752.0,130634864752.0,49.219127,49219127305965.0,,
2114,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,facesim,native,1,600.502032995224,Success,667719220171222.0,4305459059.0,4036700.0,4305457606.0,496.62,911941949389.0,1000000000000.0,2138196047502.0,2138196047502.0,452.892804,452892803613570.0,,
2115,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,o3,dedup,simsmall,1,30.034332036972046,Success,17331225784309.0,5218864017.0,3856824.0,5217755989.0,1.08,833056097757.0,1000000000000.0,5650389723.0,5650389723.0,0.902158,902157510429.0,,
2116,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,8,60.05879473686218,Success,29231425489492.0,326554437.0,3979936.0,326552500.0,28.37,1030540994881.0,1000000000000.0,9262693668.0,9262693668.0,29.231425,29231425489492.0,,
2117,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,fluidanimate,simsmall,2,35.0325767993927,Success,20637943164568.0,10319761377.0,3873748.0,10315974187.0,0.51,758404992766.0,1000000000000.0,5232839833.0,5232839833.0,0.384724,384724317240.0,,
2118,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,fluidanimate,simsmall,8,60.05860471725464,Success,22242601316152.0,12516137979.0,3984640.0,12512025485.0,0.59,638496680837.0,1000000000000.0,7390303438.0,7390303438.0,0.377153,377152928874.0,,
2119,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,o3,dedup,simsmall,2,35.04523706436157,Success,21150608344210.0,3866130558.0,3875796.0,3865661314.0,1.53,815169513840.0,1000000000000.0,5909851770.0,5909851770.0,1.246259,1246258785375.0,,
2120,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,simlarge,1,35.038859367370605,Success,28690299162154.0,1827694444.0,3857336.0,1827675484.0,19.74,1453775842345.0,1000000000000.0,36069151283.0,36069151283.0,28.690299,28690299162154.0,,
2121,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,vips,native,2,280.23542952537537,Success,250425776473741.0,2897984190.0,6284092.0,2897980954.0,262.73,953184203368.0,1000000000000.0,761373257779.0,761373257779.0,250.425776,250425776473741.0,,
2122,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,x264,native,2,280.23696756362915,Success,250529495994397.0,2853814120.0,5681984.0,2853810432.0,162.95,844805777959.0,1000000000000.0,465035788535.0,465035788535.0,137.663314,137663314411140.0,,
2123,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,freqmine,simlarge,1,35.04210305213928,Success,27448177517830.0,3877963769.0,3864088.0,3877894727.0,9.16,913437972535.0,1000000000000.0,35521780586.0,35521780586.0,8.367179,8367178941171.0,,
2124,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,native,2,150.13596749305725,Success,118333049354479.0,1851525964.0,5225884.0,1851520266.0,73.02,739199313501.0,1000000000000.0,135196803528.0,135196803528.0,53.975874,53975874104658.0,,
2125,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,o3,dedup,simsmall,8,65.06388473510742,Success,23171321243908.0,2974517149.0,3985564.0,2974314887.0,2.56,671006764152.0,1000000000000.0,7617297710.0,7617297710.0,1.718485,1718484808986.0,,
2126,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,native,1,345.2968258857727,Success,298258475602699.0,537081008.0,3985084.0,537080631.0,251.43,906060135449.0,1000000000000.0,135039899699.0,135039899699.0,227.813624,227813624370630.0,,
2127,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,streamcluster,native,1,755.636472940445,Success,671277642332077.0,1447247309.0,3881912.0,1447246894.0,728.6,900174462011.0,1000000000000.0,1054458462646.0,1054458462646.0,655.863646,655863645760740.0,,
2128,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,fluidanimate,simlarge,1,180.16368055343628,Success,888095693329327.0,5237660464.0,3894808.0,5237242742.0,2.9,884205721011.0,1000000000000.0,15164386982.0,15164386982.0,2.560241,2560240834029.0,,
2129,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,freqmine,simlarge,2,45.0437388420105,Success,32356240081624.0,3490051908.0,3880500.0,3489977566.0,10.25,876408274110.0,1000000000000.0,35778681269.0,35778681269.0,8.984824,8984824033149.0,,
2130,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,native,1,295.2598090171814,Success,294473029037167.0,3844182332.0,4802988.0,3844178951.0,201.32,874505545410.0,1000000000000.0,773895563949.0,773895563949.0,176.052176,176052176365230.0,,
2131,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,simple,facesim,simsmall,1,40.037715673446655,Success,31249921963168.0,5726449888.0,3859124.0,5726270367.0,5.31,890321220576.0,1000000000000.0,30419062783.0,30419062783.0,4.729581,4729581006678.0,,
2132,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,blackscholes,native,8,305.2558012008667,Success,195543502250176.0,2860162224.0,4704408.0,2860159129.0,152.21,734222139952.0,1000000000000.0,435350779638.0,435350779638.0,111.757502,111757501920042.0,,
2133,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,swaptions,native,2,470.4020483493805,Success,385873863485059.0,3273257912.0,3897304.0,3273256332.0,428.33,856336114151.0,1000000000000.0,1402048210984.0,1402048210984.0,366.798221,366798220663617.0,,
2134,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,facesim,native,1,600.5160250663757,Success,688392898298056.0,4193073860.0,4043452.0,4193072331.0,510.11,908110302068.0,1000000000000.0,2138917501442.0,2138917501442.0,463.233873,463233872786310.0,,
2135,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,fluidanimate,simlarge,2,35.03742861747742,Success,24930631617796.0,4896357589.0,3879476.0,4896021998.0,2.82,874867266412.0,1000000000000.0,13795795822.0,13795795822.0,2.465188,2465187750927.0,,
2136,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,raytrace,simlarge,2,45.04546570777893,Success,28227132981298.0,14948385744.0,3880500.0,14947018496.0,2.0,850221082875.0,1000000000000.0,29896788395.0,29896788395.0,1.700624,1700624416590.0,,
2137,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,raytrace,native,8,550.4664328098297,Success,366655212035398.0,2750724082.0,4519776.0,2750722641.0,365.04,717795457380.0,1000000000000.0,1004135929322.0,1004135929322.0,262.027246,262027246341789.0,,
2138,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,native,8,835.7149424552917,Success,551166922014679.0,229986017.0,4200868.0,229985950.0,616.23,695264681672.0,1000000000000.0,141724110471.0,141724110471.0,428.442575,428442574967253.0,,
2139,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,streamcluster,simsmall,1,25.028003692626953,Success,18631644385987.0,11557141767.0,3863060.0,11551377871.0,0.44,791458565883.0,1000000000000.0,5134828876.0,5134828876.0,0.351848,351847899567.0,,
2140,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simsmall,1,30.032198190689087,Success,17050585199815.0,18876389043.0,3863060.0,18865637062.0,0.28,768447624972.0,1000000000000.0,5206404061.0,5206404061.0,0.212089,212089111587.0,,
2141,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,freqmine,simlarge,8,75.07152199745178,Success,30437796615121.0,2751842912.0,3986688.0,2751800046.0,13.61,707049319819.0,1000000000000.0,37460359407.0,37460359407.0,9.625116,9625115707875.0,,
2142,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,fluidanimate,native,2,635.5390276908875,Success,556318361851246.0,2798069206.0,3923924.0,2798068394.0,599.74,892139934512.0,1000000000000.0,1678122819628.0,1678122819628.0,535.054994,535054993670079.0,,
2143,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,native,8,470.40724325180054,Success,332418829222864.0,2794880613.0,4968600.0,2794878698.0,278.44,715770269892.0,1000000000000.0,778206382763.0,778206382763.0,199.299184,199299183737247.0,,
2144,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,ferret,native,1,735.6325724124908,Success,742720193622388.0,2403530078.0,4051644.0,2403528994.0,666.62,903326661258.0,1000000000000.0,1602243336228.0,1602243336228.0,602.176715,602176715425413.0,,
2145,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,native,8,215.1801495552063,Success,115935880603798.0,1580174800.0,5252244.0,1580170997.0,86.21,605821908696.0,1000000000000.0,136233432197.0,136233432197.0,52.230569,52230569056092.0,,
2146,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,streamcluster,simlarge,8,75.0766921043396,Success,31617853612885.0,1972420605.0,3986684.0,1972391441.0,12.77,717573569282.0,1000000000000.0,25196767076.0,25196767076.0,9.166833,9166833233424.0,,
2147,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,streamcluster,simsmall,1,25.027695417404175,Success,16401926980342.0,10868411029.0,3856308.0,10862932821.0,0.44,812539879381.0,1000000000000.0,4745307108.0,4745307108.0,0.354975,354975445224.0,,
2148,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,dedup,simsmall,1,30.03226947784424,Success,19091773949500.0,6301939159.0,3863060.0,6300547716.0,0.97,868151304999.0,1000000000000.0,6125050609.0,6125050609.0,0.843999,843998718438.0,,
2149,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,fluidanimate,simlarge,8,65.0683171749115,Success,24145314446404.0,3972514647.0,3984636.0,3972354559.0,3.82,723936108378.0,1000000000000.0,15189361449.0,15189361449.0,2.768185,2768185255122.0,,
2150,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,bodytrack,simsmall,2,35.039082050323486,Success,21316689450856.0,19454871092.0,3879480.0,19439522232.0,0.28,755519765452.0,1000000000000.0,5459350149.0,5459350149.0,0.212204,212203585998.0,,
2151,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,canneal,simsmall,1,30.02981424331665,Success,20348876107981.0,8722085289.0,3863064.0,8719412289.0,0.64,828344603522.0,1000000000000.0,5592640424.0,5592640424.0,0.531322,531321920559.0,,
2152,parsec classic memory tests with gem5-20,vmlinux-5.4.51,parsec-u18,kvm,raytrace,simlarge,8,75.06443953514099,Success,31966329839833.0,13248975163.0,3987708.0,13247845368.0,2.39,690801473129.0,1000000000000.0,31623624818.0,31623624818.0,1.649014,1649013679656.0,,
2153,parsec classic memory tests with gem5-20,vmlinux-4.15.18,parsec-u18,kvm,freqmine,native,1,770.6374592781067,Success,686671596312400.0,3341063483.0,4112784.0,3341062685.0,739.29,900653357233.0,1000000000000.0,2470026994694.0,2470026994694.0,665.847492,665847491694966.0,,
