index,Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Host Time,Sim. Status Result,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Miss Rate,Avg Read Queue Length
442,Linux Tests,vmlinux-4.4.186,AtomicCPU,4,MESI,Systemd,boot.Linux,test,35.04523563,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
443,Linux Tests,vmlinux-4.4.186,KVM,8,MESI,Init,boot.Linux,test,55.06274414,success,4.29239E+12,597603596,3999728,597565278,3.42,1.25412E+12,1E+12,2045218366,2045218366,4.292388,4.29239E+12,99165599843,0,0,0,0,0,0,0,0,0,0,0
444,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.raytrace,native,400.3397777,success,3.10231E+14,4078402343,4380800,4078399247,245.19,8.6566E+11,1E+12,9.99987E+11,9.99987E+11,212.252149,2.12252E+14,1.16432E+12,0,0,0,0,0,0,0,0,0,0,0
445,Linux Tests,vmlinux-4.14.134,KVM,2,Classic,Systemd,boot.Linux,test,15.01783586,success,1.41666E+13,262464757,3415736,262459673,11.45,1.23751E+12,1E+12,3004542526,3004542526,14.166579,1.41666E+13,76601791252,0,0,0,0,0,0,0,0,0,0,0
446,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.ep.A.x,n/a,45.05411935,success,2.90223E+13,2921255266,3871712,2921227986,17.81,9.1577E+11,1E+12,52025350109,52025350109,16.309337,1.63093E+13,37751401394,0,0,0,0,0,0,0,0,0,0,0
447,Linux Tests,vmlinux-4.14.134,AtomicCPU,8,MI,Systemd,boot.Linux,test,20.02605605,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
448,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.is.A.x,n/a,70.07612658,success,1.86573E+13,35122482937,4007196,35095506108,0.25,5.85644E+11,1E+12,8735007868,8735007868,0.145775,1.45775E+11,2709576732,0,0,0,0,0,0,0,0,0,0,0
449,Linux Tests,vmlinux-4.9.186,KVM,1,Classic,Init,boot.Linux,test,5.010748386,success,2.85143E+12,304203015,3375532,304175645,2.09,1.36663E+12,1E+12,634639744,634639744,2.851428,2.85143E+12,7006908644,0,0,0,0,0,0,0,0,0,0,0
450,Linux Tests,vmlinux-5.4.49,KVM,1,MI,Systemd,boot.Linux,test,15.01622248,success,1.15916E+13,409976495,3999424,409961966,6.98,1.66028E+12,1E+12,2862224118,2862224118,11.591601,1.15916E+13,30334781215,0,0,0,0,0,0,0,0,0,0,0
451,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MESI,Init,boot.Linux,test,3923.802037,success,2.11116E+12,207721,4627768,502281,3887.4,543076844,1E+12,807494064,1952569174,2.111159,2.11116E+12,25357780368,22321,1779361612,170463911,129823043,300286954,1560778829,1417,11529,0,7654344,1
452,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.ferret,simlarge,60.05523109,success,3.38805E+13,2099425540,3872292,2099396223,13.67,8.73629E+11,1E+12,28708648473,28708648473,11.946659,1.19467E+13,42969825719,0,0,0,0,0,0,0,0,0,0,0
453,Linux Tests,vmlinux-4.4.186,KVM,8,MESI,Systemd,boot.Linux,test,80.09507561,success,2.33676E+13,272617687,4004592,272613412,17.08,1.368E+12,1E+12,4656658965,4656658965,23.367594,2.33676E+13,5.38139E+11,0,0,0,0,0,0,0,0,0,0,0
454,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,15765.85465,success,1.19406E+13,161734,12092248,342406,15759.21,757692428,1E+12,2548796655,5396052291,11.940637,1.19406E+13,35857766970,75664208,5168825206,653838641,445126623,1098965264,4102392913,2256943,43910259,0,129437265,1
455,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.sp.A.x,n/a,75.08270526,success,2.6306E+13,19327219459,4009244,19326839454,9.34,7.98778E+11,1E+12,1.80522E+11,1.80522E+11,7.461009,7.46101E+12,1.38999E+11,0,0,0,0,0,0,0,0,0,0,0
456,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.raytrace,simlarge,50.0531776,success,2.33589E+13,15559506297,3869992,15557854962,1.88,8.80611E+11,1E+12,29271487413,29271487413,1.656999,1.657E+12,19137331149,0,0,0,0,0,0,0,0,0,0,0
457,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Systemd,npb.mg.A.x,n/a,83170.24924,success,2.2192E+13,174123,4926744,251706,83097.11,39294683,1E+12,14469103021,20916054900,3.265275,3.26527E+12,78445036601,9656646607,8171429809,3998597508,896879037,4895476545,3894334884,4387963899,4300147960,0,348565846,4.6
458,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.x264,simsmall,50.05053854,success,1.94511E+13,15169677746,3892416,15157532756,0.31,7.50419E+11,1E+12,4649800536,4649800536,0.230231,2.30231E+11,45235738830,0,0,0,0,0,0,0,0,0,0,0
459,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.swaptions,simlarge,55.0500102,success,2.64031E+13,3951537610,3892924,3951457685,8.05,8.74448E+11,1E+12,31822139778,31822139778,7.042192,7.04219E+12,1.17085E+11,0,0,0,0,0,0,0,0,0,0,0
460,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.cg.A.x,n/a,30.03576732,success,1.50892E+13,7787290224,3871456,7786447134,1.41,8.41749E+11,1E+12,10987269758,10987269758,1.18779,1.18779E+12,2735897679,0,0,0,0,0,0,0,0,0,0,0
461,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.streamcluster,simlarge,115.1003013,success,3.31563E+13,1342144371,4010372,1342128729,18.42,6.89376E+11,1E+12,24720838690,24720838690,12.697734,1.26977E+13,4.61902E+11,0,0,0,0,0,0,0,0,0,0,0
462,Linux Tests,vmlinux-5.4.49,DerivO3CPU,2,MI,Init,boot.Linux,test,11257.81737,success,1.78781E+12,135184,5266032,307871,11249.38,158925583,1E+12,1520740746,3463356202,1.787815,1.78781E+12,2305818634,0,0,0,0,0,6293287798,3804,27126,0,9361620,1.37
463,Linux Tests,vmlinux-4.19.83,KVM,1,MI,Init,boot.Linux,test,10.02196598,success,3.2264E+12,269037457,3989448,269015515,2.6,1.23961E+12,1E+12,700172542,700172542,3.226405,3.2264E+12,7776930465,0,0,0,0,0,0,0,0,0,0,0
464,Linux Tests,vmlinux-4.4.186,DerivO3CPU,8,MI,Init,boot.Linux,test,14174.56943,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
465,Linux Tests,vmlinux-4.9.186,KVM,8,Classic,Systemd,boot.Linux,test,25.02872777,success,1.82905E+13,278462969,3607004,278460006,15.46,1.18293E+12,1E+12,4305553513,4305553513,18.290523,1.82905E+13,4.19703E+11,0,0,0,0,0,0,0,0,0,0,0
466,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.streamcluster,native,1110.936523,success,7.5934E+14,1050048765,4154760,1050048561,1011.5,7.31588E+11,1E+12,1.06212E+12,1.06212E+12,740.000664,7.40001E+14,1.69894E+13,0,0,0,0,0,0,0,0,0,0,0
467,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.swaptions,simlarge,50.04431391,success,2.17515E+13,4038613028,3870244,4038461720,7.82,8.95241E+11,1E+12,31574303169,31574303169,6.999408,6.99941E+12,47600054240,0,0,0,0,0,0,0,0,0,0,0
468,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.vips,native,320.2726085,success,2.57971E+14,2665765745,6268452,2665763623,285.68,9.03E+11,1E+12,7.61561E+11,7.61561E+11,257.970968,2.57971E+14,1.35991E+12,0,0,0,0,0,0,0,0,0,0,0
469,Linux Tests,vmlinux-4.4.186,KVM,1,MESI,Init,boot.Linux,test,25.02548194,success,3.12882E+12,435679252,3866920,435634973,1.64,1.90504E+12,1E+12,715472420,715472420,3.128821,3.12882E+12,8273610266,0,0,0,0,0,0,0,0,0,0,0
470,Linux Tests,vmlinux-5.4.49,DerivO3CPU,1,MESI,Init,boot.Linux,test,10540.28819,success,1.61086E+12,135181,4388056,314249,10514.6,153202521,1E+12,1421379389,3304200882,1.610863,1.61086E+12,1413183946,0,0,0,0,0,5992449017,2839,27483,0,6052770,1.12
471,Linux Tests,vmlinux-5.4.49,AtomicCPU,1,MI,Init,boot.Linux,test,5.030573845,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
472,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,4,MESI,Systemd,boot.Linux,test,13468.93514,success,3.62438E+12,196155,12774932,415434,13438.29,269705341,1E+12,2635994538,5582722145,3.62438,3.62438E+12,43531312505,75537662,5315878890,659835206,431579627,1091414833,4305619856,2133261,44178273,0,52301488,1.01
473,Linux Tests,vmlinux-5.4.49,AtomicCPU,1,MESI,Init,boot.Linux,test,20.04320645,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
474,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MESI,Systemd,boot.Linux,test,14214.63808,success,4.0674E+12,189013,12853736,411936,14178.65,286867818,1E+12,2679947099,5840698103,4.067398,4.0674E+12,48855523457,75693387,5523734102,677497993,471987774,1149485767,4461687971,2108215,44194890,0,52917622,1.01
475,Linux Tests,vmlinux-4.19.83,DerivO3CPU,8,MI,Systemd,boot.Linux,test,36005.56839,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
476,Linux Tests,vmlinux-4.4.186,KVM,2,Classic,Init,boot.Linux,test,5.006858587,success,4.4605E+12,398167970,3418072,398128161,2.28,1.95883E+12,1E+12,906574006,906574006,4.460503,4.4605E+12,25087627490,0,0,0,0,0,0,0,0,0,0,0
477,Linux Tests,vmlinux-5.4.49,AtomicCPU,8,MI,Init,boot.Linux,test,20.05119133,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
478,Linux Tests,vmlinux-4.14.134,DerivO3CPU,1,MI,Init,boot.Linux,test,36006.33453,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
479,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,parsec.freqmine,simsmall,10804.59844,success,1.78647E+13,514685,4140324,667520,10763.03,208801917,1E+12,5539569340,7184535289,2.247341,2.24734E+12,6748771462,2323,3493151389,539798122,215791114,755589236,2734099417,361,642,0,6837951,1
480,Linux Tests,vmlinux-4.4.186,KVM,2,Classic,Systemd,boot.Linux,test,15.02279234,success,2.15548E+13,250860376,3418072,250855323,11.98,1.79959E+12,1E+12,3004635806,3004635806,21.554786,2.15548E+13,1.20055E+11,0,0,0,0,0,0,0,0,0,0,0
481,Linux Tests,vmlinux-4.9.186,AtomicCPU,2,MI,Init,boot.Linux,test,10.01592684,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
482,Linux Tests,vmlinux-4.4.186,AtomicCPU,8,Classic,Init,boot.Linux,test,1286.468567,success,1.88261E+12,824989,4335500,1689426,1278.78,1472197984,1E+12,1054976403,2160397649,1.882611,1.88261E+12,45220234786,21416,1957779419,173478355,87389987,260868342,1850871411,1121,11529,0,16883500,0
483,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,14149.82594,success,1.11648E+13,158137,11870908,354872,14144.21,789358071,1E+12,2236720261,5019386195,11.164843,1.11648E+13,33528056941,74436071,4738918936,572547003,437878472,1010425475,3785519862,2212341,43216533,0,121210836,1
484,Linux Tests,vmlinux-5.4.49,AtomicCPU,4,MI,Init,boot.Linux,test,10.04146791,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
485,Linux Tests,vmlinux-4.19.83,DerivO3CPU,2,MESI,Init,boot.Linux,test,11310.47338,success,1.62579E+12,125756,4493288,296825,11282.16,144102440,1E+12,1418794397,3348829239,1.625787,1.62579E+12,1515322353,0,0,0,0,0,6031405722,4795,27586,0,6367193,1.06
486,Linux Tests,vmlinux-5.4.49,DerivO3CPU,2,MI,Systemd,boot.Linux,test,36007.99055,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
487,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.dedup,simsmall,115.1056993,success,2.29553E+13,3236825456,4008328,3236593368,2.33,6.99108E+11,1E+12,7553567609,7553567609,1.631596,1.6316E+12,2.11793E+11,0,0,0,0,0,0,0,0,0,0,0
488,Linux Tests,vmlinux-4.14.134,DerivO3CPU,4,MI,Systemd,boot.Linux,test,15055.90769,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
489,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.ferret,simsmall,100.0849776,success,2.10594E+13,8077528112,4008328,8075353134,0.85,6.18041E+11,1E+12,6900536192,6900536192,0.528153,5.28153E+11,1.85891E+11,0,0,0,0,0,0,0,0,0,0,0
490,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,1,MI,Init,boot.Linux,test,3418.336898,success,2.30358E+12,201249,4957324,509736,3412.29,675083264,1E+12,686719830,1739365553,2.303579,2.30358E+12,6917654205,25258,1588308395,155755287,127723345,283478632,1365932230,2385,11563,0,8004132,1
491,Linux Tests,vmlinux-4.14.134,KVM,4,MI,Systemd,boot.Linux,test,25.0323534,success,1.61678E+13,258377989,4029288,258373321,13.94,1.15966E+12,1E+12,3602192870,3602192870,16.167783,1.61678E+13,1.81253E+11,0,0,0,0,0,0,0,0,0,0,0
492,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,16,MESI,Systemd,npb.sp.A.x,n/a,230320.4904,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
493,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,2,MESI,Systemd,boot.Linux,test,13454.19043,success,3.9364E+12,198947,11878380,420202,13429.86,293107921,1E+12,2671836035,5643247048,3.936398,3.9364E+12,23640508984,75862172,5420474417,662516651,449518088,1112034739,4351527666,2137750,44373136,0,52840595,1.01
494,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.blackscholes,native,200.1651297,success,1.45431E+14,4345221568,4558524,4345213049,99.22,9.03141E+11,1E+12,4.31129E+11,4.31129E+11,89.608963,8.9609E+13,2.44423E+11,0,0,0,0,0,0,0,0,0,0,0
495,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,parsec.bodytrack,simsmall,3943.487707,success,1.70181E+13,1239655,4112676,1371352,3902.12,206397237,1E+12,4837278340,5351175165,0.805386,8.05386E+11,2418576587,546530882,806607715,142547466,38268942,180816408,675172736,306013666,312161270,0,1119121,1
496,Linux Tests,vmlinux-4.4.186,DerivO3CPU,1,Classic,Init,boot.Linux,test,10626.51592,success,1.56015E+12,166766,3750680,417723,10619.32,146915880,1E+12,1770942042,4435935485,1.560147,1.56015E+12,1318939189,0,0,0,0,0,8214107262,4280,27581,0,18711752,1.41
497,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.facesim,simlarge,65.05724311,success,3.54592E+13,4954950122,3894976,4954774465,6.2,8.66286E+11,1E+12,30721836432,30721836432,5.371405,5.3714E+12,77474809412,0,0,0,0,0,0,0,0,0,0,0
498,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.ferret,simsmall,45.0404017,success,1.55421E+13,5187649317,3870248,5186549692,1.01,7.57485E+11,1E+12,5221786078,5221786078,0.762663,7.62663E+11,16423071446,0,0,0,0,0,0,0,0,0,0,0
499,Linux Tests,vmlinux-4.4.186,DerivO3CPU,2,MESI,Init,boot.Linux,test,12546.26138,success,1.62854E+12,150267,4547724,369634,12521.6,130058100,1E+12,1881582743,4628411209,1.628535,1.62854E+12,1498705011,0,0,0,0,0,8531142666,6620,27565,0,6514641,1.27
500,Linux Tests,vmlinux-4.14.134,KVM,8,MESI,Systemd,boot.Linux,test,70.06690264,success,1.84016E+13,283764697,3999432,283760462,16.28,1.13E+12,1E+12,4620905328,4620905328,18.401567,1.84016E+13,4.21343E+11,0,0,0,0,0,0,0,0,0,0,0
501,Linux Tests,vmlinux-4.19.83,AtomicCPU,4,MESI,Init,boot.Linux,test,30.03748655,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
502,Linux Tests,vmlinux-4.4.186,KVM,4,MI,Systemd,boot.Linux,test,30.04246736,success,2.29658E+13,232285218,4043792,232281514,15.36,1.49513E+12,1E+12,3567928974,3567928974,22.965801,2.29658E+13,2.61514E+11,0,0,0,0,0,0,0,0,0,0,0
503,Linux Tests,vmlinux-4.4.186,KVM,8,Classic,Init,boot.Linux,test,15.01963997,success,4.64038E+12,567683599,3623584,567645202,3.63,1.27759E+12,1E+12,2061744252,2061744252,4.640385,4.64038E+12,1.07258E+11,0,0,0,0,0,0,0,0,0,0,0
504,Linux Tests,vmlinux-4.19.83,KVM,1,MI,Systemd,boot.Linux,test,15.02108622,success,1.28228E+13,282975341,3993804,282969092,9.54,1.34455E+12,1E+12,2698646365,2698646365,12.822846,1.28228E+13,32349639036,0,0,0,0,0,0,0,0,0,0,0
505,Linux Tests,vmlinux-4.9.186,DerivO3CPU,8,MI,Init,boot.Linux,test,35.03765011,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
506,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.ft.A.x,n/a,70.06440544,success,2.09854E+13,17521988821,4008220,17520035016,1.77,7.45011E+11,1E+12,30923203164,30923203164,1.314978,1.31498E+12,24743798118,0,0,0,0,0,0,0,0,0,0,0
507,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.facesim,simlarge,125.1063325,success,3.82653E+13,3692116919,4013444,3692032755,8.75,6.98958E+11,1E+12,32314535138,32314535138,6.117649,6.11765E+12,3.1856E+11,0,0,0,0,0,0,0,0,0,0,0
508,Linux Tests,vmlinux-4.4.186,AtomicCPU,8,MESI,Systemd,boot.Linux,test,50.05942345,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
509,NPB Experiments,vmlinux-4.19.83,KVM,64,MESI,Systemd,npb.sp.A.x,n/a,2091.802917,success,5.05807E+13,1867774468,6100292,1867771238,181.1,1.01937E+11,1E+12,3.38247E+11,3.38247E+11,18.460364,1.84604E+13,3.12107E+12,0,0,0,0,0,0,0,0,0,0,0
510,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,2,MI,Init,boot.Linux,test,3028.360662,success,2.19363E+12,224723,5169304,501680,3020.82,726170849,1E+12,678847609,1515484653,2.193633,2.19363E+12,13173031807,21609,1415536323,137950976,95211539,233162515,1225367919,1185,11529,0,8587656,1.04
511,NPB Experiments,vmlinux-4.19.83,KVM,32,MESI,Systemd,npb.bt.A.x,n/a,805.7016027,success,4.0488E+13,7355322830,4699484,7355293505,60.37,1.39387E+11,1E+12,4.44023E+11,4.44023E+11,8.414521,8.41452E+12,6.74331E+11,0,0,0,0,0,0,0,0,0,0,0
512,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Systemd,npb.cg.A.x,n/a,56737.42474,success,2.19559E+13,229974,4360476,312965,56661.98,42446649,1E+12,13030782073,17733189745,2.405111,2.40511E+12,57780450870,3758308909,7977609307,2268182681,29898723,2298081404,5716772384,2239599122,1507622012,0,299682999,4.53
513,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.fluidanimate,simlarge,45.04032087,success,1.85556E+13,5149981677,3869220,5149636152,2.56,8.77446E+11,1E+12,13174798394,13174798394,2.244883,2.24488E+12,20654837471,0,0,0,0,0,0,0,0,0,0,0
514,Linux Tests,vmlinux-4.19.83,KVM,4,Classic,Systemd,boot.Linux,test,20.02637124,success,1.88215E+13,245871381,3465896,245868844,14.04,1.34095E+12,1E+12,3450981737,3450981737,18.821485,1.88215E+13,2.12989E+11,0,0,0,0,0,0,0,0,0,0,0
515,Linux Tests,vmlinux-4.14.134,DerivO3CPU,2,Classic,Systemd,boot.Linux,test,2998.011861,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
516,Linux Tests,vmlinux-4.19.83,KVM,2,Classic,Init,boot.Linux,test,10.01452112,success,4.0335E+12,293860555,3416812,293839384,3.05,1.32282E+12,1E+12,895952416,895952416,4.033505,4.0335E+12,21878948460,0,0,0,0,0,0,0,0,0,0,0
517,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,1,Classic,Systemd,boot.Linux,test,7051.939129,success,4.17787E+12,394349,10053032,850347,7045.3,593001944,1E+12,2778306802,5990948305,4.177874,4.17787E+12,12546167776,75048988,5693093843,693524502,420596968,1114121470,4696567364,2159383,43756591,0,150577272,1.22
518,Linux Tests,vmlinux-4.14.134,DerivO3CPU,4,Classic,Init,boot.Linux,test,3288.07249,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
519,Linux Tests,vmlinux-4.4.186,DerivO3CPU,2,Classic,Systemd,boot.Linux,test,36005.42498,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
520,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,8,MESI,Init,boot.Linux,test,4094.28212,success,2.2008E+12,242494,5000060,492944,4036.12,545275898,1E+12,978737160,1989583648,2.200801,2.2008E+12,52863154591,21200,1839868846,163766964,96258325,260025289,1681780567,1055,11515,0,7218698,1
521,Linux Tests,vmlinux-4.19.83,DerivO3CPU,2,Classic,Init,boot.Linux,test,36007.44131,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
522,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.bodytrack,native,535.4558227,success,3.42507E+14,2652873214,4990236,2652871011,292.84,7.0299E+11,1E+12,7.76866E+11,7.76866E+11,205.863173,2.05863E+14,4.84403E+12,0,0,0,0,0,0,0,0,0,0,0
523,Linux Tests,vmlinux-4.14.134,DerivO3CPU,4,MESI,Init,boot.Linux,test,36007.64737,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
524,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.fluidanimate,simsmall,50.04576802,success,2.007E+13,10229102773,3891904,10224418555,0.51,7.83681E+11,1E+12,5261908527,5261908527,0.40336,4.0336E+11,46579835431,0,0,0,0,0,0,0,0,0,0,0
525,Linux Tests,vmlinux-5.4.49,KVM,8,MI,Systemd,boot.Linux,test,35.03403687,success,1.87414E+13,284480641,4103352,284477109,15.57,1.20348E+12,1E+12,4430067373,4430067373,18.741439,1.87414E+13,4.30224E+11,0,0,0,0,0,0,0,0,0,0,0
526,Linux Tests,vmlinux-4.4.186,AtomicCPU,4,MI,Systemd,boot.Linux,test,10.01774287,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
527,Linux Tests,vmlinux-4.19.83,AtomicCPU,2,MESI,Init,boot.Linux,test,30.02960706,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
528,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,8,Classic,Init,boot.Linux,test,36006.68953,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
529,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.x264,simsmall,1105.974004,success,2.83226E+15,18376947,4615872,18505858,624.29,8238497871,1E+12,11472541948,11553022562,5.143213,5.14321E+12,30886881913,33670898,145619998,25613422,14732337,40345759,110118367,715075,22196682,0,1393901,1
530,Linux Tests,vmlinux-4.14.134,AtomicCPU,8,MESI,Init,boot.Linux,test,55.05812645,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
531,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.ferret,simlarge,115.1010911,success,3.50535E+13,2678704404,4013448,2678658828,11.48,5.94876E+11,1E+12,30759863270,30759863270,6.831159,6.83116E+12,3.20697E+11,0,0,0,0,0,0,0,0,0,0,0
532,Linux Tests,vmlinux-4.9.186,AtomicCPU,2,Classic,Systemd,boot.Linux,test,3749.169921,success,3.02108E+12,622679,10887480,1385115,3742.35,807269278,1E+12,2330279256,5183579027,3.021081,3.02108E+12,18155307252,74791247,4875369472,578960938,434840763,1013801701,3946241688,2129467,43681845,0,149537582,0
533,Linux Tests,vmlinux-5.4.49,DerivO3CPU,8,Classic,Init,boot.Linux,test,36008.65203,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
534,Linux Tests,vmlinux-4.14.134,AtomicCPU,2,Classic,Systemd,boot.Linux,test,4249.322103,success,3.18876E+12,615878,10999232,1339021,4240.69,751943552,1E+12,2611743697,5678365915,3.188757,3.18876E+12,19162896672,75076319,5371666298,658791978,463431993,1122223971,4330824111,2127207,43803456,0,152671756,0
535,Linux Tests,vmlinux-4.9.186,KVM,1,MI,Systemd,boot.Linux,test,15.02314138,success,1.26167E+13,280323570,3886124,280316201,9.01,1.39963E+12,1E+12,2526847571,2526847571,12.616747,1.26167E+13,32098831155,0,0,0,0,0,0,0,0,0,0,0
536,Linux Tests,vmlinux-4.9.186,AtomicCPU,8,MESI,Systemd,boot.Linux,test,50.05924916,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
537,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,MI,Init,boot.Linux,test,2918.096787,success,2.30144E+12,235780,5017244,508811,2908.73,791217586,1E+12,685822740,1479997401,2.301442,2.30144E+12,6911237154,21345,1398596526,132934480,86505178,219439658,1216306806,1103,11515,0,8071912,1
538,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,parsec.vips,simsmall,40.03743052,success,2.22137E+13,577094406,3870500,577085428,12.9,1.72199E+12,1E+12,7444379535,7444379535,22.213693,2.22137E+13,58696420718,0,0,0,0,0,0,0,0,0,0,0
539,Linux Tests,vmlinux-4.4.186,KVM,4,MI,Init,boot.Linux,test,15.01799273,success,4.4353E+12,454962021,4035604,454924717,2.82,1.57164E+12,1E+12,1283814168,1283814168,4.435297,4.4353E+12,50822478193,0,0,0,0,0,0,0,0,0,0,0
540,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.bodytrack,simlarge,55.05752802,success,2.48471E+13,4388970204,3892924,4388746047,3.79,8.33362E+11,1E+12,16648278964,16648278964,3.16131,3.16131E+12,56515761806,0,0,0,0,0,0,0,0,0,0,0
541,Linux Tests,vmlinux-4.19.83,KVM,4,MESI,Systemd,boot.Linux,test,50.05045724,success,1.93424E+13,243605778,3921808,243601412,14.51,1.33295E+12,1E+12,3534885843,3534885843,19.342361,1.93424E+13,2.1944E+11,0,0,0,0,0,0,0,0,0,0,0
